address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
3436 MARYSVILLE BLVD,2,2B        ,526,459 PC  BURGLARY RESIDENCE,2204,38.6308137,-121.4308301
2250 68TH AVE,5,5A        ,1384,JUVENILE DISURBANCE - I RPT,7000,38.48934244,-121.4859396
BALSAM ST / RENE AVE,2,2A        ,505,10851 VC AUTO THEFT LOCATE,2404,38.64202003,-121.4308562
4655 FRUITRIDGE RD,6,6B        ,1084,594(B)(2)(A) VANDALISM/ -$400,2999,38.52531996,-121.4513126
2250 68TH AVE,5,5A        ,1384,594(B)(2)(A)VANDALISM GRAF-400,2999,38.48934244,-121.4859396
32ND ST / 21ST AVE,4,4B        ,958,TOWED/STORED VEHICLE,7000,38.53364422,-121.4728534
3500 FLORIN RD,5,5B        ,1367,451(D) PC  ARSON OF PROPERTY,2099,38.49407763,-121.4673944
21ST ST / X ST,4,4A        ,907,TRAFFIC-ACCIDENT INJURY,5400,38.56090952,-121.4852422
2232 KENWORTHY WAY,5,5A        ,1503,10851 VC AUTO THEFT LOCATE,2404,38.47995982,-121.4847635
2500 NEW MARKET DR,1,1A        ,144,484 PC PETTY THEFT,2399,38.65847399,-121.5161468
3066 FREEPORT BLVD,4,4A        ,925,626.10(A) PC POSS WPN SCHL ZN,5212,38.5488551,-121.4908853
3500 FLORIN RD,5,5B        ,1367,415(1) PC DISTURB PEACE/FIGHT,5311,38.49407763,-121.4673944
KENWOOD ST / ARCADE BLVD,2,2B        ,537,TRAFFIC-ACCIDENT INJURY,5400,38.62521129,-121.4251306
7662 BLUEBROOK WAY,5,5B        ,1614,10851 VC AUTO THEFT LOCATE,2404,38.47972466,-121.4603052
1651 ARDEN WAY,2,2C        ,616,484 PETTY THEFT-SHOPLIFT,2303,38.60244653,-121.4271758
RIO LINDA BLVD / ACACIA AVE,2,2B        ,544,14601.1(A) VC LIC SUSP OTHER,5499,38.62215314,-121.446157
56TH ST / H ST,3,3C        ,825,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.56738175,-121.4340748
FRONT ST / NEASHAM CIR,3,3A        ,761,10851(A)VC TAKE VEH W/O OWNER,2404,38.57899998,-121.5073808
BROADWAY / 36TH ST,6,6A        ,1013,TRAFFIC-ACCIDENT-NON INJURY,5400,38.55040844,-121.467509
FOLSOM BLVD / BICENTENNIAL CIR,3,3C        ,1102,TOWED/STORED VEHICLE,7000,38.54857652,-121.4059393
N 16TH ST / 16TH ST,3,3A        ,707,TRAFFIC-ACCIDENT-NON INJURY,5400,38.58794604,-121.4809362
601 ALAMOS AVE,2,2B        ,543,12101(B)1)PC MINOR POSS AMMO,5212,38.62029669,-121.4518907
5637 MACK RD,5,5C        ,1606,211 PC  ROBBERY UNSPECIFIED,1299,38.47431447,-121.4348784
BROADWAY / 19TH ST,4,4A        ,906,11350(A)HS POSS CNTRL SUBST,3532,38.56053898,-121.4883749
4400 7TH AVE,6,6A        ,1034,MISSING PERSON,7000,38.54519279,-121.4548871
6700 21ST AVE,6,6C        ,1141,459 PC  BURGLARY BUSINESS,2203,38.52862804,-121.4256917
3671 BUSINESS DR,6,6C        ,1114,459 PC  BURGLARY BUSINESS,2203,38.54131886,-121.4188976
8585 MORRISON CREEK DR,6,6C        ,1448,487(A) PC GRAND THEFT,2303,38.50615678,-121.3859186
5410 BONNIEMAE WAY,6,6B        ,1084,LOST PROPERTY - I RPT,7000,38.52659579,-121.4516733
13TH ST / E ST,3,3A        ,715,11364 HS POSS DRUG PARAPH,3599,38.58464151,-121.4868341
6879 14TH AVE,6,6C        ,1121,20002(A) HIT/RUN,5401,38.54146972,-121.4254625
6879 14TH AVE,6,6C        ,1121,GANG ACTIVITY - I RPT,7000,38.54146972,-121.4254625
2313 LARAMIE LN,2,2C        ,606,212.5(A)ROBBERY-INHAB DWELLING,1299,38.60814196,-121.4217162
2315 34TH ST,6,6B        ,1002,242 PC  BATTERY CIVILIAN,1313,38.55630084,-121.4662305
6921 MESA GRANDE CT,6,6C        ,1443,MISSING PERSON,7000,38.50770592,-121.4233403
8001 BRUCEVILLE RD,5,5C        ,1639,MISSING PERSON,7000,38.46689445,-121.4170895
8001 BRUCEVILLE RD,5,5C        ,1639,MISSING PERSON,7000,38.46689445,-121.4170895
8001 BRUCEVILLE RD,5,5C        ,1639,MISSING PERSON,7000,38.46689445,-121.4170895
2775 GREYMERE WAY,1,1C        ,436,10851(A)VC TAKE VEH W/O OWNER,2404,38.61551678,-121.4874449
120 MAIN AVE,2,2A        ,221,459 PC  BURGLARY BUSINESS,2203,38.65479391,-121.4689877
2608 17TH ST,4,4A        ,906,487(A) PC GRAND THEFT,2303,38.55971842,-121.4922242
4740 FREEPORT BLVD,4,4A        ,956,476 PC PASS FICTICIOUS CHECK,2501,38.53218208,-121.4953461
1105 L ST,3,3M        ,744,484G(B) PC ACCESS CARD FRAUD,2605,38.57763638,-121.492387
1000 ALAMOS AVE,2,2B        ,553,484 PC   PETTY THEFT/INSIDE,2308,38.61996363,-121.4436574
8TH AVE / MARTIN LUTHER KING JR BLVD,6,6A        ,1032,TRAFFIC-ACCIDENT INJURY,5400,38.54456589,-121.4647099
5 PASTURE CT,1,1B        ,403,CASUALTY REPORT,7000,38.62864136,-121.4878406
STOCKTON BLVD / 3RD AVE,6,6A        ,1007,10851 VC AUTO THEFT LOCATE,2404,38.54923149,-121.4547618
1118 7TH ST,3,3M        ,742,SUSP PERS-NO CRIME - I RPT,7000,38.57966477,-121.4984909
63 DEAN RD,2,2C        ,612,CASUALTY REPORT,7000,38.60167619,-121.4641553
7543 MEADOWAIR WAY,5,5A        ,1396,10851 VC AUTO THEFT LOCATE,2404,38.48437601,-121.4751559
7316 MANDY DR,5,5B        ,1369,459 PC  BURGLARY RESIDENCE,2204,38.49152941,-121.4591154
2913 MARYSVILLE BLVD,2,2B        ,553,MISSING PERSON,7000,38.62037723,-121.4371893
F ST / 30TH ST,3,3C        ,821,TOWED/STORED VEHICLE,7000,38.57749764,-121.4646342
7TH ST / L ST,3,3M        ,742,647(F) PC DIP - DISORDERLY,5311,38.5791674,-121.4984069
RIVERSIDE BLVD / BROADWAY,4,4A        ,905,9.04.050 A DRINKING IN PUBLIC,7399,38.56321928,-121.4984736
GARDENDALE RD / SPRINGMAN ST,5,5A        ,1363,14601.1(A) VC LIC SUSP OTHER,5499,38.49046124,-121.4776303
2696 STONECREEK DR,1,1B        ,435,THREATS - I RPT,7000,38.61463322,-121.4913256
GRANDSTAFF DR / LINDBROOK WAY,5,5C        ,1637,4463(A)(1) VC ALTER REG,5499,38.46719286,-121.4262414
E ST / 14TH ST,3,3A        ,715,148.9 PC FALSE ID TO OFFICER,4803,38.58428687,-121.4855038
6205 RIVERSIDE BLVD,4,4C        ,1265,594(B)(2)(A) VANDALISM/ -$400,2999,38.51385568,-121.5292089
6 SEA ANCHOR CT,2,2A        ,213,5150 WI DANGER SELF/OTHERS,7000,38.6557853,-121.4559846
FAIRGROUNDS DR / ARENA CT,6,6B        ,1019,451(D) PC  ARSON OF PROPERTY,2099,38.54957241,-121.4427445
5500 19TH AVE,6,6B        ,1065,10851 VC AUTO THEFT LOCATE,2404,38.5346545,-121.4417772
424 HOWE AVE,3,3C        ,877,TRAFFIC-ACCIDENT-NON INJURY,5400,38.5732988,-121.4135687
1689 ARDEN WAY,2,2C        ,619,NON INJ HR/MAIL OUT REPORT,7000,38.60154457,-121.42747
7646 NIXOS WY,4,4B        ,977,484 PETTY THEFT/LICENSE PLATE,2399,38.5248104,-121.483171
150 FAIRGROUNDS DR,6,6B        ,1019,10851(A)VC TAKE VEH W/O OWNER,2404,38.54742956,-121.4442473
4981 PRISCILLA LANE,6,6C        ,1143,11377(A)HS POSS AMPHETAMINES,3572,38.53015852,-121.4149264
7840 CENTER PKWY,5,5B        ,1621,10851(A)VC TAKE VEH W/O OWNER,2404,38.47158269,-121.4372193
1 CLAUSS CT,6,6B        ,1084,459 PC  BURGLARY VEHICLE,2299,38.52935875,-121.4471706
2914 11TH AVE,4,4A        ,937,594(B)(1)PC  VANDALISM +$400,2999,38.54165651,-121.4751893
ARDEN WAY / DEL PASO BLVD,2,2C        ,611,12025(A)2)CONCL GUN ON PER/MSD,5202,38.6061587,-121.4590823
7860 TIERRA WOOD WAY,6,6C        ,1445,594(B)(2)(A) VANDALISM/ -$400,2999,38.50125193,-121.4122314
34 YAHI CT,1,1C        ,414,20002(A) HIT/RUN,5401,38.62725615,-121.4944315
197 FAIRGROUNDS DR,6,6B        ,1019,368(E) THEFT OF ELDER <$400,2399,38.5481069,-121.4429168
3501 24TH AVE,6,6A        ,1071,PROB VIOLA/FEL-MISD - I RPT,7000,38.53117557,-121.4692395
GRANDSTAFF DR / ALVERN WAY,5,5C        ,1623,TOWED/STORED VEH-14602.6,7000,38.46791712,-121.4322221
MACK RD / CENTER PKWY,5,5B        ,1606,COLLISION/ACCIDENT BOATS,5404,38.47425283,-121.4368769
598 EL CAMINO AVE,2,2C        ,602,273.6(A) PC VIO DV COURT ORDER,5007,38.61084673,-121.4533842
CENTER PKWY / CALVINE RD,5,5C        ,1645,148.9 PC FALSE ID TO OFFICER,4803,38.4497213,-121.4258719
39TH ST / STOCKTON BLVD,6,6B        ,1005,TOWED/STORED VEH-14602.6,7000,38.5566387,-121.4597445
2398 NORTHGATE BLVD,1,1C        ,449,ROBBERY - I RPT,7000,38.60944135,-121.4754743
6287 GLORIA DR,4,4C        ,1256,211 PC  ROBBERY UNSPECIFIED,1299,38.51467138,-121.5179147
1319 30TH ST,3,3C        ,851,484 PETTY THEFT/LICENSE PLATE,2399,38.56880953,-121.4676235
9TH ST / L ST,3,3M        ,744,NON INJ HR/MAIL OUT REPORT,7000,38.57846394,-121.4957638
511 Q ST,3,3A        ,763,459 PC  BURGLARY VEHICLE,2299,38.57452108,-121.502819
2621 D ST,3,3B        ,718,NEIGHBORHOOD DISTURBANCE-I RPT,7000,38.58113261,-121.4680667
1828 H ST,3,3B        ,736,ACCIDENTAL FIRES/ARSON -I RPT,7000,38.57907501,-121.4805705
W RIVER DR / ORCHARD LN,1,1B        ,478,484 PC  PETTY THEFT/ OUTSIDE,2309,38.61134232,-121.5300211
20TH AVE / 36TH ST,6,6A        ,1061,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.53450711,-121.4681974
POTOMAC AVE / NORTHGATE BLVD,1,1C        ,419,11357(B)HS POSS -28.5GR MARIJ,3562,38.62203999,-121.4755356
2001 MIDDLEBERRY RD,2,2C        ,617,CHILD WELFARE - I RPT,7000,38.60175345,-121.4236331
11TH ST / D ST,3,3A        ,714,11364 HS POSS DRUG PARAPH,3599,38.58651132,-121.4892801
909 I ST,3,3M        ,734,TOWED/STORED VEHICLE,7000,38.58164544,-121.4936388
5100 CAMINO ROYALE DR,5,5B        ,1631,459 PC  BURGLARY RESIDENCE,2204,38.4640813,-121.4407255
8928 OSAGE AVE,6,6C        ,1409,10851(A)VC TAKE VEH W/O OWNER,2404,38.52201739,-121.3710876
5579 MACK RD,5,5C        ,1606,594(B)(2)(A) VANDALISM/ -$400,2999,38.47431969,-121.4359472
HOWE AVE / FAIR OAKS BLVD,3,3C        ,877,459 PC  BURGLARY VEHICLE,2299,38.57411211,-121.415297
17 DEROW CT,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER,2404,38.61471716,-121.4967114
1570 WATERWHEEL DR,1,1B        ,444,594(B)(2)(A) VANDALISM/ -$400,2999,38.61035378,-121.4960597
2425 CAPITOL AVE,3,3B        ,747,459 PC  BURGLARY VEHICLE,2299,38.57203923,-121.4749413
5700 MUSKINGHAM WAY,5,5C        ,1661,530.5 PC USE PERSONAL ID INFO,2604,38.44559073,-121.4408562
25TH ST / 24TH ST,5,5A        ,1363,TOWED/STORED VEH-14602.6,7000,38.49220786,-121.4807236
1715 16TH ST,3,3B        ,766,243.3 BATT TRANS PERS/PASS/INJ,1315,38.57007662,-121.4886003
7116 24TH ST,4,4B        ,1354,3056 PAROLE VIO - I RPT,7000,38.49727073,-121.4830313
8101 COSUMNES RIVER BLVD,5,5C        ,1639,459 PC  BURGLARY BUSINESS,2203,38.45718227,-121.4133413
5191 POMEGRANATE AVE,5,5B        ,1603,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.48440531,-121.442121
2600 RIO LINDA BLVD,2,2B        ,563,NARCOTICS SUSP/EVID/ACT- I RPT,7000,38.61483626,-121.4458043
2546 TRACTION AVE,2,2B        ,563,GANG ACTIVITY - I RPT,7000,38.61250178,-121.45439
V ST / 11TH ST,3,3A        ,784,215(A) PC    CARJACKING,1212,38.56675336,-121.4978541
3300 40TH ST,6,6A        ,1042,459 PC  BURGLARY RESIDENCE,2204,38.54445478,-121.4608856
ALHAMBRA BLVD / 1ST AVE,6,6A        ,1011,TOWED/STORED VEHICLE,7000,38.55513128,-121.4728661
401 I ST,3,3M        ,712,SUSP PERS-NO CRIME - I RPT,7000,38.58370044,-121.5008344
BUTTERWORTH AVE / SWAIM CT,2,2B        ,531,12020(A)(4) PC DIRK/DAGGER,5212,38.62729294,-121.4641272
37TH ST / 3RD AVE,6,6A        ,1014,11364 HS POSS DRUG PARAPH,3599,38.55093059,-121.4658126
BROADWAY / 38TH ST,6,6A        ,1014,11364 HS POSS DRUG PARAPH,3599,38.54775932,-121.4652804
7279 RIVERWIND WAY,4,4C        ,1282,459 PC  BURGLARY RESIDENCE,2204,38.49335086,-121.5468452
27TH ST / F ST,3,3B        ,728,10851(A)VC TAKE VEH W/O OWNER,2404,38.57856783,-121.468649
FRUITRIDGE RD / 70TH ST,6,6C        ,1152,TOWED/STORED VEH-14602.6,7000,38.52506613,-121.4217494
FRONT ST / NEASHAM CIR,3,3A        ,761,459 PC  BURGLARY VEHICLE,2299,38.57899998,-121.5073808
805 15TH ST,3,3A        ,735,BATTERY - I RPT,7000,38.58033768,-121.4853853
4108 28TH ST,4,4B        ,958,O/S AGENCY -ASSISTANCE- I RPT,7000,38.53714433,-121.4762678
110 LUNA GRANDE CIR,1,1B        ,401,10851(A)VC TAKE VEH W/O OWNER,2404,38.62816341,-121.4991088
1696 ARDEN WAY,2,2C        ,628,10851(A)VC TAKE VEH W/O OWNER,2404,38.59891162,-121.4258885
1838 AUBURN BLVD,2,2C        ,567,484 PC   PETTY THEFT/INSIDE,2308,38.62108959,-121.4234663
MACK RD / BROOKFIELD DR,5,5B        ,1614,23103(A) RECKLESS ON HIGHWAY,5499,38.48093723,-121.4630104
NORTHGATE BLVD / ARDEN GARDEN CONNECTOR,1,1C        ,449,TOWED/STORED VEH-14602.6,7000,38.60505944,-121.475608
1900 CANTERBURY RD,2,2C        ,613,11378 HS POSS CNTRL SUB/SALE,3599,38.60108154,-121.456171
AMHERST ST / GLIDDEN AVE,5,5A        ,1391,11359 HS POSS FOR SALE MARIJ,3560,38.48269052,-121.5013272
1140 ACACIA AVE,2,2B        ,553,THREATS - I RPT,7000,38.62149711,-121.4404952
391 MAHONIA CIR,1,1A        ,104,10851(A)VC TAKE VEH W/O OWNER,2404,38.67598139,-121.510115
65TH ST / S ST,3,3C        ,856,ROBBERY - I RPT,7000,38.55167203,-121.4279016
750 46TH ST,3,3C        ,824,211 PC ROBBERY- BUSINESS,1299,38.57046834,-121.4448793
5610 JACINTO AVE,5,5C        ,1661,459 PC  BURGLARY RESIDENCE,2204,38.44549208,-121.4386328
3468 RANCHO RIO WAY,1,1C        ,405,MISSING PERSON,7000,38.6312171,-121.4829071
4500 TRUXEL RD,1,1A        ,306,459 PC  BURGLARY VEHICLE,2299,38.65357208,-121.5095127
3301 LONG BRANCH CT,1,1B        ,401,459 PC  BURGLARY VEHICLE,2299,38.62825953,-121.5093788
920 9TH AVE,4,4A        ,933,459 PC  BURGLARY VEHICLE,2299,38.54838986,-121.5077495
2641 ROCHON WAY,4,4A        ,918,594(B)(2)(A) VANDALISM/ -$400,2999,38.55163345,-121.4796512
1435 RIVER PARK DR,2,2C        ,626,459 PC  BURGLARY VEHICLE,2299,38.59747522,-121.440988
2001 CLUB CENTER DR,1,1A        ,106,594(B)(1)PC  VANDALISM +$400,2999,38.6715134,-121.5055012
FLORIN RD / LUTHER DR,5,5B        ,1359,23222(B)POSSESS MARIJ IN VEH,5499,38.49596852,-121.4653782
4788 KIT WAY,2,2A        ,222,MISSING PERSON,7000,38.65478362,-121.4625863
1430 S ST,3,3A        ,775,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.56838809,-121.4911412
7579 32ND ST,5,5A        ,1398,459 PC  BURGLARY RESIDENCE,2204,38.48245049,-121.4708033
5301 FRUITRIDGE RD,6,6B        ,1084,11364 HS POSS DRUG PARAPH,3599,38.52517945,-121.4443121
1032 58TH ST,3,3C        ,846,ELDER ABUSE/PHYS/MENTAL-I RPT,7000,38.56354361,-121.4330944
813 SAN JUAN RD,1,1C        ,405,273.6(A) PC VIO DV COURT ORDER,5007,38.62975579,-121.4815734
TRACTION AVE / LAMPASAS AVE,2,2B        ,552,GANG ACTIVITY - I RPT,7000,38.61475827,-121.4507608
3421 AUBURN BLVD,2,2A        ,508,459 PC  BURGLARY BUSINESS,2203,38.6374478,-121.3846125
3421 AUBURN BLVD,2,2A        ,508,10851(A)VC TAKE VEH W/O OWNER,2404,38.6374478,-121.3846125
251 MCDANIEL CIR,2,2A        ,501,459 PC  BURGLARY VEHICLE,2299,38.63636742,-121.4609852
1400 RESPONSE RD,2,2C        ,626,459 PC  BURGLARY VEHICLE,2299,38.59691428,-121.4379938
6259 JACINTO AVE,5,5C        ,1653,459 PC  BURGLARY VEHICLE,2299,38.44430924,-121.4303531
2418 P ST,3,3B        ,767,459 PC  BURGLARY RESIDENCE,2204,38.56812665,-121.4768448
2918 CHATEAU MONTELENA WAY,1,1A        ,333,594(B)(2)(A) VANDALISM/ -$400,2999,38.63378913,-121.5317706
6503 HITCHCOCK WAY,5,5C        ,1635,484 PETTY THEFT/LICENSE PLATE,2399,38.46423481,-121.426108
4900 NATOMAS BLVD,1,1A        ,145,484 PETTY THEFT/LICENSE PLATE,2399,38.66325547,-121.5085109
22 CAPRICE CT,5,5A        ,1501,HARASSMENT - I RPT,7000,38.47620226,-121.4982461
3173 C ST,3,3C        ,801,459 PC  BURGLARY VEHICLE,2299,38.58036374,-121.4603519
7TH ST / K ST,3,3M        ,742,484J PC PUBLISH CARD INFO,2605,38.58026647,-121.4979339
2315 STOCKTON BLVD,6,6B        ,1005,484 PC PETTY THEFT,2399,38.55426406,-121.4546045
1410 G ST,3,3A        ,725,487(D)GRAND THEFT FIREARM/ANIM,2399,38.58166174,-121.4861209
6111 15TH AVE,6,6B        ,1067,459 PC  BURGLARY VEHICLE,2299,38.53893426,-121.4336255
DEL PASO BLVD / FRIENZA AVE,2,2B        ,564,12020(A)(4) PC DIRK/DAGGER,5212,38.61294057,-121.4461725
FAIRFIELD ST / ELEANOR AVE,2,2B        ,552,11377(A)HS POSS AMPHETAMINES,3572,38.61670153,-121.4523173
4127 SANTA ROSA AVE,6,6A        ,1032,NARCOTICS SUSP/EVID/ACT- I RPT,7000,38.54526568,-121.4587152
BROADWAY / 23RD ST,4,4A        ,907,FOUND PROPERTY - I RPT,7000,38.55911758,-121.4830379
720 HARRIS AVE,2,2A        ,502,10851(A)VC TAKE VEH W/O OWNER,2404,38.63827531,-121.4491932
6441 ROMACK CIR,4,4B        ,1333,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.51063877,-121.4912627
3911 BALSAM ST,2,2A        ,505,9.40.020(A) JUVENILE CURFEW,7399,38.63887064,-121.4308988
1116 15TH ST,3,3M        ,745,CASUALTY REPORT,7000,38.5766684,-121.487703
40TH ST / 8TH AVE,6,6A        ,1032,TOWED/STORED VEH-14602.6,7000,38.54455538,-121.4606716
3430 STARSTONE WAY,5,5B        ,1399,10851 VC AUTO THEFT LOCATE,2404,38.48819542,-121.4679029
715 L ST,3,3M        ,742,MISSING PERSON LOCATE O/S ASSI,7000,38.57905171,-121.4976906
4500 TRUXEL RD,1,1A        ,306,459 PC  BURGLARY VEHICLE,2299,38.65357208,-121.5095127
7704 RIVER LANDING DR,4,4C        ,1295,487(A) PC GRAND THEFT,2303,38.47798938,-121.5369556
1200 RUDGER WAY,1,1C        ,426,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.6197799,-121.4865252
NORTHGATE BLVD / GARDEN HWY,1,1C        ,449,TRAFFIC-ACCIDENT-NON INJURY,5400,38.60672341,-121.4755923
1010 FAIRWEATHER DR,1,1C        ,436,647(F) PC DIP - DISORDERLY,5311,38.61292222,-121.4844292
1919 71ST AVE,5,5A        ,1502,10851(A)VC TAKE VEH W/O OWNER,2404,38.47759732,-121.4944916
5483 CARLSON DR,3,3C        ,872,MISSING PERSON,7000,38.5735211,-121.4328333
2206 7TH AVE,4,4A        ,936,459 PC  BURGLARY VEHICLE,2299,38.54584611,-121.4872809
3331 SAN CARLOS WAY,6,6A        ,1042,ACCIDENTAL FIRES/ARSON -I RPT,7000,38.54402942,-121.4615322
36TH ST / 4TH AVE,6,6A        ,1022,496(A) RECEIVE STOLEN PROPERTY,2803,38.55025224,-121.4675766
8180 LA RIVIERA DR,3,3C        ,898,10851(A)VC TAKE VEH W/O OWNER,2404,38.55824526,-121.4011901
2635 FAIRFIELD ST,2,2B        ,552,10851(A)VC TAKE VEH W/O OWNER,2404,38.61556485,-121.4529281
7089 EL SERENO CIR,4,4C        ,1278,484J PC PUBLISH CARD INFO,2605,38.49658669,-121.5133337
39TH ST / N ST,3,3C        ,843,11377(A)HS POSS AMPHETAMINES,3572,38.5659339,-121.456264
MEADOWVIEW RD / DETROIT BLVD,5,5A        ,1398,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.48151147,-121.4684313
3330 WINTER PARK DR,1,1B        ,401,20002(A) HIT/RUN,5401,38.62888456,-121.5039766
3471 MABEL ST,2,2B        ,531,10851(A)VC TAKE VEH W/O OWNER,2404,38.62980557,-121.4635553
2562 TAFT ST,2,2B        ,564,594(B)(2)(A) VANDALISM/ -$400,2999,38.61293858,-121.43778
2405 Q ST,3,3B        ,767,TOWED/STORED VEHICLE,7000,38.56766855,-121.4775582
1417 R ST,3,3A        ,765,MISSING PERSON,7000,38.56987859,-121.4910186
2409 N ST,3,3B        ,747,459 PC  BURGLARY RESIDENCE,2204,38.57101937,-121.4759072
1901 ARDEN WAY,2,2C        ,620,459 PC  BURGLARY VEHICLE,2299,38.59875634,-121.4211729
7225 DRESHER PARK WAY,6,6C        ,1422,20002(A) HIT/RUN,5401,38.51271225,-121.420137
29TH ST / E ST,3,3B        ,718,TOWED/STORED VEHICLE,7000,38.57894325,-121.4654979
3417 JOLA CIR,5,5A        ,1506,MISSING PERSON,7000,38.48107476,-121.466618
5641 53RD ST,6,6B        ,1401,11377(A)HS POSS AMPHETAMINES,3572,38.5241276,-121.4437086
1319 30TH ST,3,3C        ,851,NARCOTICS SUSP/EVID/ACT- I RPT,7000,38.56880953,-121.4676235
7070 CASA DEL SOL WAY,6,6C        ,1443,10851(A)VC TAKE VEH W/O OWNER,2404,38.50638208,-121.421083
24TH ST / FLORIN RD,4,5A        ,1356,TOWED/STORED VEH-14602.6,7000,38.49575914,-121.4827348
6267 JACINTO AVE,5,5C        ,1653,10851(A)VC TAKE VEH W/O OWNER,2404,38.44465403,-121.4301095
1040 SONOMA AVE,2,2B        ,544,10851(A)VC TAKE VEH W/O OWNER,2404,38.62373194,-121.4432674
2234 COROVAL DR,1,1B        ,410,10851(A)VC TAKE VEH W/O OWNER,2404,38.62138631,-121.5145574
1390 RESPONSE RD,2,2C        ,626,459 PC  BURGLARY VEHICLE,2299,38.59682949,-121.4369307
POCKET RD / FREEPORT BLVD,5,5A        ,1391,TOWED/STORED VEHICLE,7000,38.48126775,-121.505075
7850 COLLEGE TOWN DR,3,3C        ,888,215(A) PC    CARJACKING,1212,38.55456463,-121.4106138
3500 FLORIN RD,5,5B        ,1367,243.2(A)(1) BATT/SCHOOL INJURY,1315,38.49407763,-121.4673944
STOCKTON BLVD / 14TH AVE,6,          ,1054,TOWED/STORED VEHICLE,7000,38.53941555,-121.4497148
1822 DEL PASO BLVD,2,2C        ,603,11364 HS POSS DRUG PARAPH,3599,38.60811078,-121.4543396
400 BANNON ST,3,3A        ,704,ROBBERY - I RPT,7000,38.59540732,-121.4978798
2730 FLORIN RD,5,5A        ,1363,NEIGHBORHOOD DISTURBANCE-I RPT,7000,38.49511942,-121.4760448
236 JIBBOOM ST,3,3A        ,721,211 PC  ROBBERY UNSPECIFIED,1299,38.594323,-121.505613
6700 21ST AVE,6,6C        ,1141,459 PC  BURGLARY VEHICLE,2299,38.52862804,-121.4256917
100 BICENTENNIAL CIR,3,3C        ,1102,459 PC  BURGLARY VEHICLE,2299,38.55211647,-121.4049517
2505 RIVERSIDE BLVD,4,4A        ,905,10851(A)VC TAKE VEH W/O OWNER,2404,38.56201402,-121.4972545
GRAVES AVE / MABEL ST,2,2B        ,531,TOWED/STORED VEH-14602.6,7000,38.62795861,-121.4631911
627 30TH ST,3,3C        ,821,10855 VC LSE/RENT NOT RETURNED,2404,38.57664767,-121.46491
5103 ADAMSTOWNE WAY,1,1A        ,115,10851(A)VC TAKE VEH W/O OWNER,2404,38.66619701,-121.5093137
3198 WESTERN AVE,2,2B        ,531,459 PC  BURGLARY RESIDENCE,2204,38.6236879,-121.4671856
2755 OAKMONT ST,2,2B        ,552,10851(A)VC TAKE VEH W/O OWNER,2404,38.61783155,-121.4503031
15 MEADOWSTONE CT,5,5B        ,1614,647(F) PC DIP - DISORDERLY,5311,38.48061538,-121.458178
601 ALHAMBRA BLVD,3,3C        ,821,459 PC  BURGLARY BUSINESS,2203,38.57609128,-121.4615805
3555 AUBURN BLVD,2,2A        ,509,VANDALISM - I RPT,7000,38.63862878,-121.3815598
7TH ST / K ST,3,3M        ,742,NON INJ HR/MAIL OUT REPORT,7000,38.58026647,-121.4979339
1625 H ST,3,3B        ,726,10851(A)VC TAKE VEH W/O OWNER,2404,38.58039444,-121.4833315
6866 CARNATION AVE,4,4B        ,1356,FAMILY DISTURBANCE - I RPT,7000,38.50071721,-121.4757836
4500 TRUXEL RD,1,1A        ,306,10851(A)VC TAKE VEH W/O OWNER,2404,38.65357208,-121.5095127
2825 ALTOS AVE,2,2B        ,543,484 PETTY THEFT/LICENSE PLATE,2399,38.61912195,-121.4485291
1624 JANRICK AVE,5,5A        ,1501,459 PC  BURGLARY RESIDENCE,2204,38.4764821,-121.4994563
4319 13TH AV,6,6A        ,1053,484 PC   PETTY THEFT/INSIDE,2308,38.54041688,-121.4559025
415 12TH ST,3,3A        ,715,TRAFFIC-ACCIDENT-NON INJURY,5400,38.5857662,-121.4878161
5631 53RD ST,6,6B        ,1401,11350(A)HS POSS CNTRL SUBST,3532,38.52433302,-121.4435986
W EL CAMINO AVE / E LEVEE RD,1,1C        ,429,11350(B)HS POSSESS QUAALUDES,3582,38.61118361,-121.4679405
6685 STOCKTON BLVD,6,6C        ,1441,484G(B) PC ACCESS CARD FRAUD,2605,38.50557133,-121.4331388
6411 ROMACK CIR,4,4B        ,1333,273.6(A) PC VIO DV COURT ORDER,5007,38.51153512,-121.4915289
BIGLER WAY / MARTIN LUTHER KING JR BLVD,6,6A        ,1032,20002(A) HIT/RUN,5401,38.54681762,-121.464721
5610 STOCKTON BLVD,6,6B        ,1401,TRAFFIC-ACCIDENT-NON INJURY,5400,38.52439535,-121.4428571
1500 A ST,3,3A        ,706,10851(A)VC TAKE VEH W/O OWNER,2404,38.58814554,-121.4819494
1689 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY VEHICLE,2299,38.60154457,-121.42747
3600 52ND ST,6,6B        ,1054,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.54159853,-121.4456772
